Nombre Pilar,Categor’a,Pregunta,Respuesta,Descripci—n,Ejemplo,Nivel de respuesta (1 a 5)
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,01. ÀCu‡l es el impacto observable de la automatizaci—n en la eficiencia operativa?,"Las capacidades tecnol—gicas son funcionales, con conectividad y herramientas en proceso de consolidaci—n.","El uso de la automatizaci—n comienza a generar mejoras perceptibles como reducci—n de errores, trazabilidad parcial o menor tiempo en tareas operativas, aunque aœn hay ‡reas manuales o no conectadas.","Con la digitalizaci—n de inventarios, se redujeron errores de conteo y tiempos de reposici—n.",3
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,01. ÀCu‡l es el impacto observable de la automatizaci—n en la eficiencia operativa?,"La infraestructura, metodolog’as y herramientas digitales son modernas, estandarizadas y eficientes.","La automatizaci—n impacta de forma consistente los indicadores operativos: productividad, calidad, tiempos de respuesta y eficiencia. Existe trazabilidad total y alertas autom‡ticas ante desviaciones.","Las —rdenes de producci—n se gestionan autom‡ticamente, reduciendo el tiempo de planeaci—n semanal de 8 a 2 horas.",4
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,01. ÀCu‡l es el impacto observable de la automatizaci—n en la eficiencia operativa?,"La organizaci—n opera con tecnolog’a de punta, automatizaci—n avanzada e integraci—n total entre sistemas.","La eficiencia operativa ha mejorado dr‡sticamente gracias a una infraestructura de automatizaci—n integral, predictiva y en tiempo real. La organizaci—n utiliza estos datos para decisiones estrat?gicas.",El sistema detecta patrones de fallas y ajusta autom‡ticamente la velocidad de l’nea para maximizar el rendimiento sin intervenci—n humana.,5
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,01. ÀLa organizaci—n utiliza miner’a de procesos (process mining) para identificar cuellos de botella y oportunidades de automatizaci—n?,No se conoce ni utiliza miner’a de procesos.,El concepto de miner’a de procesos es desconocido o no se ha explorado como alternativa para entender y mejorar flujos operativos.,Nunca se han modelado procesos mediante datos ni se han identificado cuellos de botella de forma automatizada.,1
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,01. ÀLa organizaci—n utiliza miner’a de procesos (process mining) para identificar cuellos de botella y oportunidades de automatizaci—n?,"Se conoce el concepto, pero su uso es espor‡dico o exploratorio.","Algunos equipos est‡n familiarizados con el enfoque, pero no se han realizado proyectos con continuidad ni seguimiento.","El ‡rea de calidad utiliz— un software gratuito para un piloto, pero no se extendi— su aplicaci—n.",2
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,01. ÀLa organizaci—n utiliza miner’a de procesos (process mining) para identificar cuellos de botella y oportunidades de automatizaci—n?,"Se han realizado ejercicios de miner’a en procesos clave, pero sin institucionalizaci—n.","La organizaci—n ha aplicado miner’a de procesos para proyectos puntuales, con buenos resultados, pero sin integrar la metodolog’a de forma transversal.","Se aplic— miner’a en el proceso de facturaci—n para reducir pasos, pero no se replic— en otras ‡reas.",3
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,01. ÀLa organizaci—n utiliza miner’a de procesos (process mining) para identificar cuellos de botella y oportunidades de automatizaci—n?,Se aplican herramientas de miner’a de procesos en ‡reas relevantes para mapear flujos y priorizar automatizaci—n.,"La miner’a de procesos se utiliza como herramienta de an‡lisis para entender desviaciones, medir eficiencia y orientar mejoras tecnol—gicas.",Se analizan los flujos reales de procesos financieros con miner’a de procesos para reducir tiempos y errores.,4
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,01. ÀLa organizaci—n utiliza miner’a de procesos (process mining) para identificar cuellos de botella y oportunidades de automatizaci—n?,"La miner’a de procesos es parte del ciclo de mejora continua, integrada al monitoreo en tiempo real y ligada a decisiones estrat?gicas.","La organizaci—n integra miner’a de procesos en sus dashboards, realiza simulaciones y predicciones con base en datos operativos, y toma decisiones con base en estos modelos.","Cada semana, se analiza la variaci—n del proceso log’stico con miner’a y se generan iniciativas de mejora.",5
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀQu? tan comœn es el uso de herramientas de bajo costo (como RPA sin c—digo, Excel avanzado, Power Automate, etc.) para automatizar tareas operativas?",No se utilizan herramientas accesibles o de bajo costo para automatizar tareas.,La organizaci—n no ha explorado el uso de soluciones asequibles para digitalizar y optimizar actividades repetitivas. Se pierde tiempo en tareas manuales y repetitivas que podr’an automatizarse f‡cilmente.,Los reportes semanales se realizan copiando datos de distintas fuentes a mano.,1
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀQu? tan comœn es el uso de herramientas de bajo costo (como RPA sin c—digo, Excel avanzado, Power Automate, etc.) para automatizar tareas operativas?","Se han probado herramientas como macros o flujos, pero de forma individual y sin soporte.","Algunos colaboradores utilizan automatizaciones caseras como macros, scripts o flujos, pero sin gobernanza, capacitaci—n formal o soporte institucional.","Un analista configur— un flujo de aprobaci—n en Power Automate, pero solo ?l lo conoce.",2
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀQu? tan comœn es el uso de herramientas de bajo costo (como RPA sin c—digo, Excel avanzado, Power Automate, etc.) para automatizar tareas operativas?",Algunas ‡reas han adoptado herramientas low-code/no-code para automatizar flujos espec’ficos.,"Existen esfuerzos aislados pero funcionales que han generado valor. Se promueve su uso, aunque no hay una comunidad organizada.",El ‡rea de finanzas automatiz— conciliaciones bancarias usando macros y scripts.,3
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀQu? tan comœn es el uso de herramientas de bajo costo (como RPA sin c—digo, Excel avanzado, Power Automate, etc.) para automatizar tareas operativas?","Existen lineamientos y soporte para el uso de estas herramientas, con resultados medibles.",La organizaci—n promueve y da soporte al uso de estas herramientas. Se mide su impacto y se fomenta su replicabilidad.,Se tienen cursos internos para construir flujos automatizados en Power Automate y una base de soluciones compartidas.,4
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀQu? tan comœn es el uso de herramientas de bajo costo (como RPA sin c—digo, Excel avanzado, Power Automate, etc.) para automatizar tareas operativas?","La automatizaci—n con herramientas de bajo costo est‡ extendida, con gobierno, comunidad activa y resultados integrados al performance operativo.","La automatizaci—n ciudadana est‡ institucionalizada. Hay gobierno, embajadores digitales, repositorios de soluciones y seguimiento de beneficios.","Se han generado m‡s de 150 automatizaciones internas por colaboradores no t?cnicos, con seguimiento mensual del ahorro generado.",5
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀSe utilizan herramientas tecnol—gicas especializadas segœn las necesidades particulares de la industria (SCADA, MES, ERPs verticales, etc.) para automatizar procesos?",No se utilizan herramientas espec’ficas de la industria para automatizaci—n.,La organizaci—n se apoya œnicamente en herramientas gen?ricas sin capacidades adaptadas al sector. Las particularidades de la industria no son atendidas tecnol—gicamente.,Se usa una hoja de c‡lculo gen?rica para programaci—n de producci—n en vez de un sistema MES.,1
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀSe utilizan herramientas tecnol—gicas especializadas segœn las necesidades particulares de la industria (SCADA, MES, ERPs verticales, etc.) para automatizar procesos?","Se utilizan parcialmente, pero sin integraci—n ni alineaci—n operativa.","Existen herramientas industriales especializadas, pero est‡n mal aprovechadas o desconectadas del resto del ecosistema tecnol—gico.","La planta cuenta con SCADA, pero sus datos no se cruzan con los del ERP.",2
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀSe utilizan herramientas tecnol—gicas especializadas segœn las necesidades particulares de la industria (SCADA, MES, ERPs verticales, etc.) para automatizar procesos?",Se aplican soluciones especializadas en ciertas operaciones clave.,"En ‡reas cr’ticas se utilizan herramientas espec’ficas como sistemas de monitoreo, control de calidad automatizado o ERPs verticales.",La l’nea de envasado utiliza sensores conectados a un PLC que controla temperatura y velocidad.,3
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀSe utilizan herramientas tecnol—gicas especializadas segœn las necesidades particulares de la industria (SCADA, MES, ERPs verticales, etc.) para automatizar procesos?",Las herramientas espec’ficas est‡n integradas a los procesos operativos y de toma de decisiones.,Las herramientas especializadas se encuentran conectadas con los sistemas organizacionales. Sus datos son usados para toma de decisiones operativas.,El SCADA est‡ vinculado al ERP para planear y monitorear producci—n en tiempo real.,4
02. Tecnolog’a y Automatizaci—n de Procesos,03. Automatizaci—n de procesos operativos,"01. ÀSe utilizan herramientas tecnol—gicas especializadas segœn las necesidades particulares de la industria (SCADA, MES, ERPs verticales, etc.) para automatizar procesos?","Las soluciones industriales se usan estrat?gicamente, conectadas con el ecosistema digital, y se actualizan de forma continua.","Se han creado arquitecturas digitales basadas en herramientas espec’ficas de la industria, con interoperabilidad, APIs y enfoque de mejora continua.",Toda la cadena de producci—n est‡ conectada con soluciones industriales y sus datos alimentan la anal’tica de desempe–o global.,5
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? nivel de integraci—n existe entre los principales sistemas de la organizaci—n?,No existe capacidad tecnol—gica suficiente ni conectividad para soportar operaciones digitales.,"La organizaci—n carece por completo de la base tecnol—gica o cultural para ejecutar procesos digitales, ya sea por infraestructura limitada, falta de conocimiento o ausencia total de iniciativas.","No hay servidores propios, ni redes adecuadas, ni personal capacitado para iniciativas digitales.",1
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? nivel de integraci—n existe entre los principales sistemas de la organizaci—n?,"Existen esfuerzos limitados con tecnolog’as b‡sicas, conectividad parcial o no estandarizada.","Se han desarrollado iniciativas aisladas de digitalizaci—n o exploraci—n tecnol—gica, sin soporte estructural ni impacto medible. La conectividad o las pr‡cticas digitales son inestables o no estandarizadas.","Algunas ‡reas usan herramientas como Trello o formularios digitales, pero sin conexi—n entre s’.",2
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? nivel de integraci—n existe entre los principales sistemas de la organizaci—n?,"Las capacidades tecnol—gicas son funcionales, con conectividad y herramientas en proceso de consolidaci—n.","La infraestructura o pr‡cticas digitales ya permiten cierto nivel de operaci—n eficiente, aunque aœn hay trabajo por hacer en t?rminos de estandarizaci—n, adopci—n transversal o actualizaci—n de herramientas.","Las redes est‡n funcionando y existen herramientas b‡sicas implementadas, pero no cubren todas las ‡reas.",3
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? nivel de integraci—n existe entre los principales sistemas de la organizaci—n?,"La infraestructura, metodolog’as y herramientas digitales son modernas, estandarizadas y eficientes.","La organizaci—n cuenta con pr‡cticas digitales maduras, herramientas modernas e interconectadas, y una infraestructura que permite operaciones consistentes, seguras y escalables.",Todas las ‡reas operan con plataformas digitales conectadas; los flujos est‡n definidos y documentados.,4
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? nivel de integraci—n existe entre los principales sistemas de la organizaci—n?,"La organizaci—n opera con tecnolog’a de punta, automatizaci—n avanzada e integraci—n total entre sistemas.","La organizaci—n es referente en digitalizaci—n, con una infraestructura s—lida, herramientas avanzadas, metodolog’as maduras y una cultura digital en constante evoluci—n.","La arquitectura tecnol—gica permite integrar nuevas tecnolog’as de forma ‡gil y segura, con monitoreo y mejora continua.",5
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan flexible y escalable es la arquitectura digital actual?,No existe capacidad tecnol—gica suficiente ni conectividad para soportar operaciones digitales.,"La organizaci—n carece por completo de la base tecnol—gica o cultural para ejecutar procesos digitales, ya sea por infraestructura limitada, falta de conocimiento o ausencia total de iniciativas.","No hay servidores propios, ni redes adecuadas, ni personal capacitado para iniciativas digitales.",1
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan flexible y escalable es la arquitectura digital actual?,"Existen esfuerzos limitados con tecnolog’as b‡sicas, conectividad parcial o no estandarizada.","Se han desarrollado iniciativas aisladas de digitalizaci—n o exploraci—n tecnol—gica, sin soporte estructural ni impacto medible. La conectividad o las pr‡cticas digitales son inestables o no estandarizadas.","Algunas ‡reas usan herramientas como Trello o formularios digitales, pero sin conexi—n entre s’.",2
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan flexible y escalable es la arquitectura digital actual?,"Las capacidades tecnol—gicas son funcionales, con conectividad y herramientas en proceso de consolidaci—n.","La infraestructura o pr‡cticas digitales ya permiten cierto nivel de operaci—n eficiente, aunque aœn hay trabajo por hacer en t?rminos de estandarizaci—n, adopci—n transversal o actualizaci—n de herramientas.","Las redes est‡n funcionando y existen herramientas b‡sicas implementadas, pero no cubren todas las ‡reas.",3
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan flexible y escalable es la arquitectura digital actual?,"La infraestructura, metodolog’as y herramientas digitales son modernas, estandarizadas y eficientes.","La organizaci—n cuenta con pr‡cticas digitales maduras, herramientas modernas e interconectadas, y una infraestructura que permite operaciones consistentes, seguras y escalables.",Todas las ‡reas operan con plataformas digitales conectadas; los flujos est‡n definidos y documentados.,4
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan flexible y escalable es la arquitectura digital actual?,"La organizaci—n opera con tecnolog’a de punta, automatizaci—n avanzada e integraci—n total entre sistemas.","La organizaci—n es referente en digitalizaci—n, con una infraestructura s—lida, herramientas avanzadas, metodolog’as maduras y una cultura digital en constante evoluci—n.","La arquitectura tecnol—gica permite integrar nuevas tecnolog’as de forma ‡gil y segura, con monitoreo y mejora continua.",5
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan fluido es el flujo de datos entre plataformas o sistemas conectados?,No existe capacidad tecnol—gica suficiente ni conectividad para soportar operaciones digitales.,"La organizaci—n carece por completo de la base tecnol—gica o cultural para ejecutar procesos digitales, ya sea por infraestructura limitada, falta de conocimiento o ausencia total de iniciativas.","No hay servidores propios, ni redes adecuadas, ni personal capacitado para iniciativas digitales.",1
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan fluido es el flujo de datos entre plataformas o sistemas conectados?,"Existen esfuerzos limitados con tecnolog’as b‡sicas, conectividad parcial o no estandarizada.","Se han desarrollado iniciativas aisladas de digitalizaci—n o exploraci—n tecnol—gica, sin soporte estructural ni impacto medible. La conectividad o las pr‡cticas digitales son inestables o no estandarizadas.","Algunas ‡reas usan herramientas como Trello o formularios digitales, pero sin conexi—n entre s’.",2
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan fluido es el flujo de datos entre plataformas o sistemas conectados?,"Las capacidades tecnol—gicas son funcionales, con conectividad y herramientas en proceso de consolidaci—n.","La infraestructura o pr‡cticas digitales ya permiten cierto nivel de operaci—n eficiente, aunque aœn hay trabajo por hacer en t?rminos de estandarizaci—n, adopci—n transversal o actualizaci—n de herramientas.","Las redes est‡n funcionando y existen herramientas b‡sicas implementadas, pero no cubren todas las ‡reas.",3
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan fluido es el flujo de datos entre plataformas o sistemas conectados?,"La infraestructura, metodolog’as y herramientas digitales son modernas, estandarizadas y eficientes.","La organizaci—n cuenta con pr‡cticas digitales maduras, herramientas modernas e interconectadas, y una infraestructura que permite operaciones consistentes, seguras y escalables.",Todas las ‡reas operan con plataformas digitales conectadas; los flujos est‡n definidos y documentados.,4
02. Tecnolog’a y Automatizaci—n de Procesos,04. Integraci—n de sistemas y arquitectura digital,01. ÀQu? tan fluido es el flujo de datos entre plataformas o sistemas conectados?,"La organizaci—n opera con tecnolog’a de punta, automatizaci—n avanzada e integraci—n total entre sistemas.","La organizaci—n es referente en digitalizaci—n, con una infraestructura s—lida, herramientas avanzadas, metodolog’as maduras y una cultura digital en constante evoluci—n.","La arquitectura tecnol—gica permite integrar nuevas tecnolog’as de forma ‡gil y segura, con monitoreo y mejora continua.",5
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,"01. ÀLa organizaci—n explora activamente nuevas tecnolog’as (IA, IoT, blockchain, etc.)?",No existe capacidad tecnol—gica suficiente ni conectividad para soportar operaciones digitales.,"La organizaci—n carece por completo de la base tecnol—gica o cultural para ejecutar procesos digitales, ya sea por infraestructura limitada, falta de conocimiento o ausencia total de iniciativas.","No hay servidores propios, ni redes adecuadas, ni personal capacitado para iniciativas digitales.",1
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,"01. ÀLa organizaci—n explora activamente nuevas tecnolog’as (IA, IoT, blockchain, etc.)?","Existen esfuerzos limitados con tecnolog’as b‡sicas, conectividad parcial o no estandarizada.","Se han desarrollado iniciativas aisladas de digitalizaci—n o exploraci—n tecnol—gica, sin soporte estructural ni impacto medible. La conectividad o las pr‡cticas digitales son inestables o no estandarizadas.","Algunas ‡reas usan herramientas como Trello o formularios digitales, pero sin conexi—n entre s’.",2
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,"01. ÀLa organizaci—n explora activamente nuevas tecnolog’as (IA, IoT, blockchain, etc.)?","Las capacidades tecnol—gicas son funcionales, con conectividad y herramientas en proceso de consolidaci—n.","La infraestructura o pr‡cticas digitales ya permiten cierto nivel de operaci—n eficiente, aunque aœn hay trabajo por hacer en t?rminos de estandarizaci—n, adopci—n transversal o actualizaci—n de herramientas.","Las redes est‡n funcionando y existen herramientas b‡sicas implementadas, pero no cubren todas las ‡reas.",3
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,"01. ÀLa organizaci—n explora activamente nuevas tecnolog’as (IA, IoT, blockchain, etc.)?","La infraestructura, metodolog’as y herramientas digitales son modernas, estandarizadas y eficientes.","La organizaci—n cuenta con pr‡cticas digitales maduras, herramientas modernas e interconectadas, y una infraestructura que permite operaciones consistentes, seguras y escalables.",Todas las ‡reas operan con plataformas digitales conectadas; los flujos est‡n definidos y documentados.,4
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,"01. ÀLa organizaci—n explora activamente nuevas tecnolog’as (IA, IoT, blockchain, etc.)?","La organizaci—n opera con tecnolog’a de punta, automatizaci—n avanzada e integraci—n total entre sistemas.","La organizaci—n es referente en digitalizaci—n, con una infraestructura s—lida, herramientas avanzadas, metodolog’as maduras y una cultura digital en constante evoluci—n.","La arquitectura tecnol—gica permite integrar nuevas tecnolog’as de forma ‡gil y segura, con monitoreo y mejora continua.",5
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀSe implementan pilotos o pruebas controladas antes de adoptar nuevas tecnolog’as?,No existe capacidad tecnol—gica suficiente ni conectividad para soportar operaciones digitales.,"La organizaci—n carece por completo de la base tecnol—gica o cultural para ejecutar procesos digitales, ya sea por infraestructura limitada, falta de conocimiento o ausencia total de iniciativas.","No hay servidores propios, ni redes adecuadas, ni personal capacitado para iniciativas digitales.",1
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀSe implementan pilotos o pruebas controladas antes de adoptar nuevas tecnolog’as?,"Existen esfuerzos limitados con tecnolog’as b‡sicas, conectividad parcial o no estandarizada.","Se han desarrollado iniciativas aisladas de digitalizaci—n o exploraci—n tecnol—gica, sin soporte estructural ni impacto medible. La conectividad o las pr‡cticas digitales son inestables o no estandarizadas.","Algunas ‡reas usan herramientas como Trello o formularios digitales, pero sin conexi—n entre s’.",2
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀSe implementan pilotos o pruebas controladas antes de adoptar nuevas tecnolog’as?,"Las capacidades tecnol—gicas son funcionales, con conectividad y herramientas en proceso de consolidaci—n.","La infraestructura o pr‡cticas digitales ya permiten cierto nivel de operaci—n eficiente, aunque aœn hay trabajo por hacer en t?rminos de estandarizaci—n, adopci—n transversal o actualizaci—n de herramientas.","Las redes est‡n funcionando y existen herramientas b‡sicas implementadas, pero no cubren todas las ‡reas.",3
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀSe implementan pilotos o pruebas controladas antes de adoptar nuevas tecnolog’as?,"La infraestructura, metodolog’as y herramientas digitales son modernas, estandarizadas y eficientes.","La organizaci—n cuenta con pr‡cticas digitales maduras, herramientas modernas e interconectadas, y una infraestructura que permite operaciones consistentes, seguras y escalables.",Todas las ‡reas operan con plataformas digitales conectadas; los flujos est‡n definidos y documentados.,4
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀSe implementan pilotos o pruebas controladas antes de adoptar nuevas tecnolog’as?,"La organizaci—n opera con tecnolog’a de punta, automatizaci—n avanzada e integraci—n total entre sistemas.","La organizaci—n es referente en digitalizaci—n, con una infraestructura s—lida, herramientas avanzadas, metodolog’as maduras y una cultura digital en constante evoluci—n.","La arquitectura tecnol—gica permite integrar nuevas tecnolog’as de forma ‡gil y segura, con monitoreo y mejora continua.",5
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀQu? tan frecuente y estructurado es el escalamiento de tecnolog’as emergentes dentro de la organizaci—n?,No existe capacidad tecnol—gica suficiente ni conectividad para soportar operaciones digitales.,"La organizaci—n carece por completo de la base tecnol—gica o cultural para ejecutar procesos digitales, ya sea por infraestructura limitada, falta de conocimiento o ausencia total de iniciativas.","No hay servidores propios, ni redes adecuadas, ni personal capacitado para iniciativas digitales.",1
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀQu? tan frecuente y estructurado es el escalamiento de tecnolog’as emergentes dentro de la organizaci—n?,"Existen esfuerzos limitados con tecnolog’as b‡sicas, conectividad parcial o no estandarizada.","Se han desarrollado iniciativas aisladas de digitalizaci—n o exploraci—n tecnol—gica, sin soporte estructural ni impacto medible. La conectividad o las pr‡cticas digitales son inestables o no estandarizadas.","Algunas ‡reas usan herramientas como Trello o formularios digitales, pero sin conexi—n entre s’.",2
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀQu? tan frecuente y estructurado es el escalamiento de tecnolog’as emergentes dentro de la organizaci—n?,"Las capacidades tecnol—gicas son funcionales, con conectividad y herramientas en proceso de consolidaci—n.","La infraestructura o pr‡cticas digitales ya permiten cierto nivel de operaci—n eficiente, aunque aœn hay trabajo por hacer en t?rminos de estandarizaci—n, adopci—n transversal o actualizaci—n de herramientas.","Las redes est‡n funcionando y existen herramientas b‡sicas implementadas, pero no cubren todas las ‡reas.",3
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀQu? tan frecuente y estructurado es el escalamiento de tecnolog’as emergentes dentro de la organizaci—n?,"La infraestructura, metodolog’as y herramientas digitales son modernas, estandarizadas y eficientes.","La organizaci—n cuenta con pr‡cticas digitales maduras, herramientas modernas e interconectadas, y una infraestructura que permite operaciones consistentes, seguras y escalables.",Todas las ‡reas operan con plataformas digitales conectadas; los flujos est‡n definidos y documentados.,4
02. Tecnolog’a y Automatizaci—n de Procesos,05. Adopci—n de tecnolog’as emergentes,01. ÀQu? tan frecuente y estructurado es el escalamiento de tecnolog’as emergentes dentro de la organizaci—n?,"La organizaci—n opera con tecnolog’a de punta, automatizaci—n avanzada e integraci—n total entre sistemas.","La organizaci—n es referente en digitalizaci—n, con una infraestructura s—lida, herramientas avanzadas, metodolog’as maduras y una cultura digital en constante evoluci—n.","La arquitectura tecnol—gica permite integrar nuevas tecnolog’as de forma ‡gil y segura, con monitoreo y mejora continua.",5
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan definidas y aplicadas est‡n las pol’ticas de gesti—n de datos y los roles responsables en su organizaci—n?,No existen pol’ticas formales ni responsables definidos para la gesti—n de datos.,"No existen lineamientos documentados ni responsables asignados. La gesti—n de datos es informal y var’a segœn el criterio individual, lo cual limita la trazabilidad, confiabilidad y estandarizaci—n de la informaci—n cr’tica.","Cada ‡rea gestiona datos de forma independiente sin control. Si se requiere informaci—n consolidada, se obtiene con retrasos y duplicidad de datos.",1
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan definidas y aplicadas est‡n las pol’ticas de gesti—n de datos y los roles responsables en su organizaci—n?,Hay pol’ticas b‡sicas y responsables informales sin seguimiento.,"Se han establecido pol’ticas b‡sicas, sin embargo, su aplicaci—n es limitada, sin monitoreo formal ni responsables claramente definidos. Esto genera esfuerzos aislados e inconsistentes entre las ‡reas.","El ‡rea de TI elabor— un documento b‡sico, pero no se actualiza ni aplica en todos los departamentos. La responsabilidad de los datos se delega de forma informal.",2
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan definidas y aplicadas est‡n las pol’ticas de gesti—n de datos y los roles responsables en su organizaci—n?,Las pol’ticas est‡n documentadas y los responsables son reconocidos por las ‡reas clave.,"Existen pol’ticas institucionales documentadas que definen c—mo gestionar los datos. Hay responsables por ‡rea y se aplican lineamientos con cierto grado de control y seguimiento, aunque no est‡n automatizados.","Los departamentos cuentan con responsables de datos que siguen lineamientos establecidos, y existen reuniones peri—dicas para revisar el cumplimiento.",3
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan definidas y aplicadas est‡n las pol’ticas de gesti—n de datos y los roles responsables en su organizaci—n?,Existe una pol’tica institucional con responsables activos y medici—n de cumplimiento.,"La pol’tica de gesti—n de datos es transversal a toda la organizaci—n, con responsables claramente definidos, procesos formalizados y herramientas digitales para asegurar su aplicaci—n.","Se implement— un comit? de gobierno de datos que revisa cumplimiento de pol’ticas, con procesos digitalizados de acceso, calidad, uso y privacidad.",4
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan definidas y aplicadas est‡n las pol’ticas de gesti—n de datos y los roles responsables en su organizaci—n?,"Las pol’ticas son din‡micas, automatizadas y con responsables empoderados en toda la organizaci—n.","La organizaci—n opera bajo un marco de gobierno de datos robusto, automatizado y alineado a est‡ndares internacionales. La mejora continua y trazabilidad son monitoreadas en tiempo real con un enfoque estrat?gico de los datos como activo.","La gobernanza de datos incluye flujos automatizados, an‡lisis continuo de calidad y cumplimiento regulatorio. Se usan dashboards de auditor’a y an‡lisis de madurez peri—dicos.",5
03. Gesti—n y Anal’tica de Datos,01. Gobierno y calidad de datos,01. ÀQu? tan estandarizada y controlada es la calidad de los datos que se utilizan en su organizaci—n?,No hay control ni est‡ndares sobre la calidad de los datos.,"No existen controles formales sobre la calidad de los datos. La captura de informaci—n se realiza sin validaciones ni est‡ndares, lo que genera errores, duplicidad y datos incompletos.","Los nombres de productos est‡n mal escritos, sin consistencia. Hay mœltiples versiones para el mismo art’culo en el sistema.",1
